ZJU	EDL_0004990	NJ	ENG_DF_000354_20150626_G00A04NA1:77-78	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0000060	maintenanceguy	ENG_DF_000354_20150626_G00A04NA1:106-119	NIL	PER-PA	NAM	1.0
ZJU	EDL_0004991	NJ	ENG_DF_000354_20150626_G00A04NA1:176-177	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004992	NJ	ENG_DF_000354_20150626_G00A04NA1:224-225	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004978	NJ Senate	ENG_DF_000354_20150626_G00A04NA1:316-324	m.05jzfj	ORG	NAM	1.0
ZJU	EDL_0004993	NJ	ENG_DF_000354_20150626_G00A04NA1:316-317	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004981	Steve Sweeney	ENG_DF_000354_20150626_G00A04NA1:336-348	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004982	Sweeney	ENG_DF_000354_20150626_G00A04NA1:351-357	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004994	NJ	ENG_DF_000354_20150626_G00A04NA1:511-512	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0005003	Senate	ENG_DF_000354_20150626_G00A04NA1:516-521	m.05jzfj	ORG	NAM	1.0
ZJU	EDL_0005004	Senate	ENG_DF_000354_20150626_G00A04NA1:524-529	m.05jzfj	ORG	NAM	1.0
ZJU	EDL_0004983	Sweeney	ENG_DF_000354_20150626_G00A04NA1:541-547	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004979	NJ Senate	ENG_DF_000354_20150626_G00A04NA1:800-808	m.05jzfj	ORG	NAM	1.0
ZJU	EDL_0004995	NJ	ENG_DF_000354_20150626_G00A04NA1:800-801	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004980	NJ Senate	ENG_DF_000354_20150626_G00A04NA1:830-838	m.05jzfj	ORG	NAM	1.0
ZJU	EDL_0004996	NJ	ENG_DF_000354_20150626_G00A04NA1:830-831	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004976	NJ Assembly	ENG_DF_000354_20150626_G00A04NA1:844-854	NIL10541	ORG	NAM	1.0
ZJU	EDL_0004997	NJ	ENG_DF_000354_20150626_G00A04NA1:844-845	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0005001	Christie	ENG_DF_000354_20150626_G00A04NA1:894-901	m.0f8t6k	PER	NAM	1.0
ZJU	EDL_0005002	Christie	ENG_DF_000354_20150626_G00A04NA1:904-911	m.0f8t6k	PER	NAM	1.0
ZJU	EDL_0004984	Sweeney	ENG_DF_000354_20150626_G00A04NA1:986-992	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004998	NJ	ENG_DF_000354_20150626_G00A04NA1:1060-1061	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004999	NJ	ENG_DF_000354_20150626_G00A04NA1:1128-1129	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004985	Sweeney	ENG_DF_000354_20150626_G00A04NA1:1574-1580	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004977	NJ2AS	ENG_DF_000354_20150626_G00A04NA1:1854-1858	NIL10541	PER	NAM	1.0
ZJU	EDL_0004986	Sweeney	ENG_DF_000354_20150626_G00A04NA1:2191-2197	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004987	Sweeney	ENG_DF_000354_20150626_G00A04NA1:2431-2437	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004988	Sweeney	ENG_DF_000354_20150626_G00A04NA1:2651-2657	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004989	Joe Sweeney	ENG_DF_000354_20150626_G00A04NA1:2788-2798	m.08f07d	PER	NAM	1.0
ZJU	EDL_0005000	NJ	ENG_DF_000354_20150626_G00A04NA1:2913-2914	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0000061	roseman	ENG_DF_000354_20150626_G00A04NA1:2939-2945	NIL	PER-PA	NAM	1.0
ZJU	EDL_0003203	Oregon	ENG_DF_000354_20151110_G00A04NTI:55-60	m.05kj_	GPE	NAM	1.0
ZJU	EDL_0000062	Ricekila	ENG_DF_000354_20151110_G00A04NTI:143-150	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000063	Kay	ENG_DF_000354_20151110_G00A04NTI:605-607	NIL	PER-PA	NAM	1.0
ZJU	EDL_0003204	Oregon	ENG_DF_000354_20151110_G00A04NTI:679-684	m.05kj_	GPE	NAM	1.0
ZJU	EDL_0003198	Wlllamette Valley	ENG_DF_000354_20151110_G00A04NTI:762-778	NIL10542	LOC	NAM	1.0
ZJU	EDL_0003201	Eugene	ENG_DF_000354_20151110_G00A04NTI:785-790	m.02mf7	GPE	NAM	1.0
ZJU	EDL_0003206	Portland	ENG_DF_000354_20151110_G00A04NTI:805-812	m.02frhbc	GPE	NAM	1.0
ZJU	EDL_0003205	Oregon	ENG_DF_000354_20151110_G00A04NTI:824-829	m.05kj_	GPE	NAM	1.0
ZJU	EDL_0003200	Dennis Smith	ENG_DF_000354_20151110_G00A04NTI:898-909	m.0ksz3j	PER	NAM	1.0
ZJU	EDL_0003199	Ron Wyden	ENG_DF_000354_20151110_G00A04NTI:915-923	m.0178p9	PER	NAM	1.0
ZJU	EDL_0000064	roseman	ENG_DF_000354_20151110_G00A04NTI:992-998	NIL	PER-PA	NAM	1.0
ZJU	EDL_0003202	John Adams	ENG_DF_000354_20151110_G00A04NTI:1041-1050	m.03_js	PER	NAM	1.0
ZJU	EDL_0002786	Wisconsin	ENG_DF_000354_20160220_G00A04O3N:80-88	m.0824r	GPE	NAM	1.0
ZJU	EDL_0000065	6556	ENG_DF_000354_20160220_G00A04O3N:116-119	NIL	PER-PA	NAM	1.0
ZJU	EDL_0002785	NPR	ENG_DF_000354_20160220_G00A04O3N:353-355	m.0c0sl	ORG	NAM	1.0
ZJU	EDL_0000066	last1standing	ENG_DF_000354_20160220_G00A04O3N:780-792	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000067	Xshot	ENG_DF_000354_20160220_G00A04O3N:881-885	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000068	catmando	ENG_DF_000354_20160220_G00A04O3N:1088-1095	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000069	TachMed	ENG_DF_000354_20160220_G00A04O3N:1205-1211	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000070	Cabinet Maker	ENG_DF_000354_20160220_G00A04O3N:1368-1380	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000071	catmando	ENG_DF_000354_20160220_G00A04O3N:1610-1617	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000072	WestTennWoodsman	ENG_DF_000354_20160220_G00A04O3N:1781-1796	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000073	Cabinet Maker	ENG_DF_000354_20160220_G00A04O3N:2044-2056	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000074	6556	ENG_DF_000354_20160220_G00A04O3N:2317-2320	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000075	240Geezer	ENG_DF_000354_20160220_G00A04O3N:2644-2652	NIL	PER-PA	NAM	1.0
ZJU	EDL_0000076	6556	ENG_DF_000354_20160220_G00A04O3N:2769-2772	NIL	PER-PA	NAM	1.0
ZJU	EDL_0002784	Scott Walker	ENG_DF_000354_20160220_G00A04O3N:3590-3601	m.04tzmt	PER	NAM	1.0
ZJU	EDL_0002151	Steve Jobs	ENG_DF_001471_20050614_G00A0FCSK:55-64	m.06y3r	PER	NAM	1.0
