ZJU	EDL_0004990	NJ	ENG_DF_000354_20150626_G00A04NA1:77-78	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0000060	maintenanceguy	ENG_DF_000354_20150626_G00A04NA1:106-119	NIL	PER-PA	NAM	1.0
ZJU	EDL_0004991	NJ	ENG_DF_000354_20150626_G00A04NA1:176-177	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004992	NJ	ENG_DF_000354_20150626_G00A04NA1:224-225	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004978	NJ Senate	ENG_DF_000354_20150626_G00A04NA1:316-324	m.05jzfj	ORG	NAM	1.0
ZJU	EDL_0004993	NJ	ENG_DF_000354_20150626_G00A04NA1:316-317	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004981	Steve Sweeney	ENG_DF_000354_20150626_G00A04NA1:336-348	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004982	Sweeney	ENG_DF_000354_20150626_G00A04NA1:351-357	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004994	NJ	ENG_DF_000354_20150626_G00A04NA1:511-512	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0005003	Senate	ENG_DF_000354_20150626_G00A04NA1:516-521	m.05jzfj	ORG	NAM	1.0
ZJU	EDL_0005004	Senate	ENG_DF_000354_20150626_G00A04NA1:524-529	m.05jzfj	ORG	NAM	1.0
ZJU	EDL_0004983	Sweeney	ENG_DF_000354_20150626_G00A04NA1:541-547	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004979	NJ Senate	ENG_DF_000354_20150626_G00A04NA1:800-808	m.05jzfj	ORG	NAM	1.0
ZJU	EDL_0004995	NJ	ENG_DF_000354_20150626_G00A04NA1:800-801	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004980	NJ Senate	ENG_DF_000354_20150626_G00A04NA1:830-838	m.05jzfj	ORG	NAM	1.0
ZJU	EDL_0004996	NJ	ENG_DF_000354_20150626_G00A04NA1:830-831	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004976	NJ Assembly	ENG_DF_000354_20150626_G00A04NA1:844-854	NIL10541	ORG	NAM	1.0
ZJU	EDL_0004997	NJ	ENG_DF_000354_20150626_G00A04NA1:844-845	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0005001	Christie	ENG_DF_000354_20150626_G00A04NA1:894-901	m.0f8t6k	PER	NAM	1.0
ZJU	EDL_0005002	Christie	ENG_DF_000354_20150626_G00A04NA1:904-911	m.0f8t6k	PER	NAM	1.0
ZJU	EDL_0004984	Sweeney	ENG_DF_000354_20150626_G00A04NA1:986-992	m.05pn4f	PER	NAM	1.0
ZJU	EDL_0004998	NJ	ENG_DF_000354_20150626_G00A04NA1:1060-1061	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004999	NJ	ENG_DF_000354_20150626_G00A04NA1:1128-1129	m.05fjf	GPE	NAM	1.0
ZJU	EDL_0004985	Sweeney	ENG_DF_000354_20150626_G00A04NA1:1574-1580	m.05pn4f	PER	NAM	1.0
